Country,Happiness Rank,Happiness Score,Corruption,Human Development Groups,HDI Rank (2021),Human Development Index,Life Expectancy at Birth,Expected Years of Schooling,Mean Years of Schooling,Gross National Income Per Capita,Gender Development Index,Coefficient of human inequality,Inequality in life expectancy,Inequality in eduation,Inequality in income,Gender Inequality Index,"Maternal Mortality Ratio (deaths per 100,000 live births)",Material footprint per capita (tonnes),Carbon dioxide emissions per capita (production) (tonnes),Year
Estonia,66,5.61100006103516,0.183248922228813,Very High,31.0,0.887,77.976,15.9211998,13.55548,33040.70655,1.024,7.077702051,3.696776152,2.07606,15.46027,0.106,9.0,44.54,14.24029286,2017
Belarus,67,5.56899976730347,0.156313821673393,Very High,60.0,0.817,74.4519,15.58522987,11.95291634,17666.60161,1.01,6.126442695,3.863036394,3.67781,10.83848169,0.111,2.0,6.18,6.361294237,2017
Libya,68,5.52500009536743,0.0926102101802826,High,104.0,0.714,72.4818,12.789937,7.56,13686.02253,0.973,,9.205767632,,,0.264,72.0,11.21,8.266370083,2017
Turkey,69,5.5,0.0996715798974037,Very High,48.0,0.833,77.1408,17.98140907,8.268190384,27553.33891,0.93,14.62027479,7.138665676,13.64287582,23.07928288,0.311,17.0,16.48,5.243439524,2017
Paraguay,70,5.49300003051758,0.091065913438797,High,105.0,0.724,73.6436,12.70668574,8.468514919,12174.12219,0.971,20.04326768,12.67008305,13.30465,34.15507,0.454,84.0,19.07,1.175641224,2017
Philippines,72,5.42999982833862,0.0993318930268288,Medium,116.0,0.704,71.5156,13.14836025,8.446499825,9016.762194,0.981,17.93095387,15.6016016,10.0958,28.09546,0.423,121.0,8.45,1.282666618,2017
Serbia,73,5.39499998092651,0.0409037806093693,Very High,63.0,0.802,76.213,14.76615047,11.16240025,15538.46624,0.976,13.52748972,4.364899158,8.13663,28.08094,0.138,12.0,16.48,5.156038284,2017
Jordan,74,5.33599996566772,0.11980327218771,High,102.0,0.718,75.5018,10.14295006,10.25772977,9953.727851,0.887,14.5313612,10.24037361,15.44186,17.91185,0.436,46.0,8.49,2.612069292,2017
Hungary,75,5.32399988174438,0.0366369374096394,Very High,46.0,0.845,76.0055,15.20417976,11.97945499,28307.73017,0.98,7.753137568,4.013932705,3.19396,16.05152,0.248,12.0,13.85,5.082548778,2017
Jamaica,76,5.31099987030029,0.0552677810192108,High,110.0,0.715,71.9114,13.26030772,8.970338495,9327.09002,0.991,15.6390215,9.344954491,5.60595,31.96616,0.372,80.0,9.65,2.669601431,2017
Croatia,77,5.29300022125244,0.0431031100451946,Very High,40.0,0.852,78.0832,15.22671986,11.92040895,26760.92548,0.985,7.944968942,3.712196827,4.93405,15.18866,0.13,8.0,16.48,4.474955754,2017
China,79,5.27299976348877,0.0227942746132612,High,79.0,0.747,77.2476,13.89733,7.400021299,14224.86876,0.981,15.21854064,6.584621906,11.68,27.391,0.217,29.0,21.51,6.981215392,2017
Pakistan,80,5.26900005340576,0.124348066747189,Low,161.0,0.543,66.2972,7.931729794,5.115049839,4495.95069,0.754,30.02808261,29.32213783,43.52795,17.23416,0.543,140.0,3.67,1.125399771,2017
Indonesia,81,5.26200008392334,0.0153171354904771,High,114.0,0.704,69.9356,13.53096962,8.069094896,10589.12645,0.933,17.05058085,14.88072681,16.15374573,20.11727,0.455,177.0,6.48,2.173337265,2017
Venezuela,82,5.25,0.0644911229610443,Medium,120.0,0.744,71.943,12.81608,10.57076027,12321.887,1.009,13.93039721,12.12060165,8.67058997,21.0,0.481,125.0,16.01,5.49394058,2017
Montenegro,83,5.23699998855591,0.0881741940975189,Very High,49.0,0.83,76.9388,15.02132034,11.94692704,20086.50445,0.972,8.048357986,3.163733959,7.36696,13.61438,0.124,6.0,,3.351217328,2017
Morocco,84,5.2350001335144,0.0877631828188896,Medium,123.0,0.67,73.6603,13.5034399,5.648,7168.724522,0.847,,12.4113636,,22.50352,0.437,70.0,6.89,1.732052453,2017
Azerbaijan,85,5.23400020599365,0.180987507104874,High,91.0,0.753,72.2478,13.14496417,10.54459953,13587.53119,0.951,8.65251949,13.53349686,3.56506161,8.859,0.311,26.0,12.02,3.730696412,2017
Dominican Republic,86,5.23000001907349,0.113945253193378,High,80.0,0.757,73.0629,14.22251987,8.936204255,15941.67145,1.006,20.04788171,18.34430313,15.70572,26.093622,0.454,95.0,8.78,2.284472787,2017
Greece,87,5.22700023651123,0.04328977689147,Very High,33.0,0.88,80.8501,19.10166931,10.54285765,28461.45581,0.97,11.95835269,3.627618074,12.77045,19.47699,0.129,3.0,15.94,7.08221336,2017
Lebanon,88,5.22499990463257,0.037513829767704,High,112.0,0.75,79.6543,11.28587,8.609094987,15980.11283,0.894,,5.889838696,6.177,,0.462,29.0,14.4,4.102561922,2017
Portugal,89,5.19500017166138,0.0158694516867399,Very High,38.0,0.859,81.498,16.53578949,9.218230247,32269.04155,0.987,12.34971747,3.214552402,15.77579,18.05881,0.077,8.0,13.98,5.368183414,2017
Bosnia and Herzegovina,90,5.18200016021729,0.0,High,74.0,0.772,76.9349,13.78761333,9.752649784,13638.41935,0.922,13.81374155,4.305915833,16.97493881,20.16037,0.162,10.0,14.66,6.51020058,2017
Honduras,91,5.18100023269653,0.0733454525470734,Medium,137.0,0.617,72.6918,9.807000421,6.408294916,5221.810955,0.972,23.60994046,11.03649139,23.34274,36.45059,0.424,65.0,4.39,0.939356007,2017
Somalia,93,5.15100002288818,0.282410323619843,,,,55.6536,,,1072.750752,,,41.84555054,,24.35,,829.0,3.68,0.043699512,2017
Nigeria,95,5.07399988174438,0.0261215660721064,Low,163.0,0.526,52.3052,9.758482316,6.697552363,5031.603971,0.861,36.05932125,41.92482376,38.09476,28.15838,0.67,917.0,3.23,0.597482379,2017
Tajikistan,96,5.04099988937378,0.146377146244049,Medium,122.0,0.665,69.9047,11.56513261,11.42107964,3728.067416,0.904,12.86234743,18.08139229,6.03825,14.4674,0.28,17.0,5.48,0.885671468,2017
Bhutan,97,5.01100015640259,0.173380389809608,Medium,127.0,0.647,70.8472,12.98265839,4.058239937,10174.70961,0.933,28.19972336,16.41745377,48.22657529,19.95514103,0.473,183.0,34.89,1.661563141,2017
Kyrgyzstan,98,5.00400018692017,0.0394391790032387,Medium,118.0,0.696,70.5877,12.97451019,11.36215797,4803.232306,0.959,9.781212747,12.19041824,4.97927,12.17395,0.38,60.0,9.19,1.510259005,2017
Nepal,99,4.96199989318848,0.0729755461215973,Medium,143.0,0.594,68.9099,12.75613022,4.808860316,3601.108877,0.931,24.89371332,17.48381996,40.881,16.31632,0.469,186.0,4.58,0.42151176,2017
Mongolia,100,4.95499992370605,0.0329022891819477,High,96.0,0.732,70.2375,14.89244747,9.609121227,9773.631152,1.025,12.85454236,10.94342709,11.9202,15.7,0.326,45.0,12.26,11.00422444,2017
South Africa,101,4.8289999961853,0.0725094974040985,High,109.0,0.72,65.402,13.79119968,10.14218044,13475.98821,0.979,30.9063992,18.42906761,17.29413,56.996,0.407,119.0,7.76,8.142443199,2017
Tunisia,102,4.80499982833862,0.0867231488227844,High,97.0,0.74,75.8448,15.22488136,7.274176324,10906.88715,0.928,21.27347502,10.38926506,34.57692,18.85424,0.262,43.0,9.93,2.556666439,2017
Egypt,104,4.7350001335144,0.114381365478039,High,97.0,0.721,71.3019,13.32623959,9.04570961,10801.02662,0.916,28.5388891,12.17075729,36.94291,36.503,0.438,37.0,7.14,2.598486803,2017
Bulgaria,105,4.71400022506714,0.0110515309497714,High,68.0,0.808,74.7992,14.41442013,11.24269962,20986.65463,0.993,12.0107489,5.799176693,6.32881,23.90426,0.208,10.0,19.29,6.699426282,2017
Sierra Leone,106,4.70900011062622,0.0710951760411263,Low,181.0,0.466,58.6517,9.445864977,4.335234901,1594.30889,0.887,34.55181648,38.99045944,46.92677,17.73822,0.64,1120.0,2.94,0.121833395,2017
Cameroon,107,4.69500017166138,0.0513066314160824,Medium,151.0,0.571,60.8103,12.43018527,6.039564753,3597.973425,0.876,33.39690131,31.36631393,32.95967,35.86472,0.578,529.0,1.73,0.31337935,2017
Iran,108,4.69199991226196,0.048761073499918,High,76.0,0.789,75.9712,14.81373024,10.42034294,14562.92467,0.888,11.33171269,9.296427727,4.984428444,19.71428189,0.455,16.0,10.96,8.828831259,2017
Albania,109,4.64400005340576,0.0398642159998417,High,67.0,0.802,79.0473,14.81612968,10.91069206,12802.14831,0.991,10.23328918,6.129034996,12.33344,12.23739254,0.17,15.0,14.46,1.838241795,2017
Bangladesh,110,4.60799980163574,0.123717859387398,Medium,129.0,0.622,71.7879,11.59809017,6.270249844,4339.489843,0.902,23.57591332,17.76226997,37.30855,15.65692,0.534,173.0,2.37,0.506893478,2017
Namibia,111,4.57399988174438,0.0931469723582268,Medium,139.0,0.635,62.2931,11.8721425,7.089123245,9987.117622,1.003,33.51272021,21.93691063,25.01567,53.58558,0.449,195.0,14.79,1.754824811,2017
Kenya,112,4.55299997329712,0.0646413192152977,Medium,152.0,0.572,62.4808,10.61099717,6.476,4126.283437,0.936,26.15588386,22.42392159,22.89552,33.14821,0.515,342.0,4.95,0.325008539,2017
Mozambique,113,4.55000019073486,0.179436385631561,Low,185.0,0.445,59.7709,9.974020004,3.064209938,1245.447702,0.912,33.26990787,30.88375282,40.5314308,28.39454,0.544,289.0,3.28,0.290512575,2017
Myanmar,114,4.54500007629395,0.188816204667091,Medium,149.0,0.58,65.843,10.44658947,6.094084787,4109.517194,0.955,,23.23651314,26.85272,,0.513,250.0,2.24,0.463966456,2017
Senegal,115,4.53499984741211,0.115460447967052,Low,170.0,0.509,67.7503,9.057225227,2.830689907,3114.304101,0.88,30.98437864,20.58267593,45.98846,26.382,0.531,315.0,4.44,0.69690334,2017
Zambia,116,4.51399993896484,0.0782135501503944,Medium,154.0,0.568,62.1201,10.92797089,6.930478048,3330.552717,0.993,32.54254865,27.33444595,21.73491,48.55829,0.54,213.0,3.21,0.386694854,2017
Iraq,117,4.49700021743774,0.107215754687786,Medium,121.0,0.685,70.4126,11.8244955,7.860422708,10445.36711,0.81,20.87256652,15.83955956,30.63102,16.14712,0.571,79.0,7.11,5.637481283,2017
Gabon,118,4.46500015258789,0.0760467872023582,High,112.0,0.706,66.1889,12.8135,9.208,14058.19505,0.907,22.02953752,21.39479446,23.47992,21.2138981,0.549,252.0,13.28,2.226922114,2017
Ethiopia,119,4.46000003814697,0.165455713868141,Low,175.0,0.48,64.8383,9.277567601,2.854597012,2009.557746,0.903,27.62220381,26.00948143,43.50563,13.3515,0.525,401.0,0.61,0.143213448,2017
Sri Lanka,120,4.44000005722046,0.0736539661884308,High,73.0,0.771,75.4035,13.90752983,10.57874966,12250.94548,0.962,13.51707927,6.190797806,11.99693,22.36351,0.372,36.0,7.29,1.090044733,2017
Armenia,121,4.37599992752075,0.0266744215041399,High,85.0,0.768,74.9059,13.03505675,11.18758965,12541.16263,0.99,9.502875453,8.135306358,2.93495,17.43837,0.261,26.0,7.35,1.880133429,2017
India,122,4.31500005722046,0.0922268852591515,Medium,132.0,0.644,70.4672,12.16333008,6.452129304,6116.059654,0.851,25.87529507,19.5891552,38.66773,19.369,0.51,133.0,4.84,1.81810563,2017
Mauritania,123,4.29199981689453,0.136957004666328,Medium,158.0,0.545,65.0827,8.588339806,4.691063614,5035.931643,0.883,,27.99240303,40.78516,,0.625,766.0,3.89,0.833308037,2017
Georgia,125,4.28599977493286,0.251666635274887,Very High,63.0,0.8,73.5701,15.02781963,12.87436008,12924.2182,0.983,11.57359228,7.085971832,2.784805013,24.85,0.309,25.0,11.99,2.539341774,2017
Mali,127,4.19000005722046,0.104970246553421,Low,186.0,0.426,59.1322,7.461060047,2.09,2173.555623,0.849,32.44976094,35.81001282,46.17695,15.36232,0.676,562.0,3.86,0.190920371,2017
Ivory Coast,128,4.17999982833862,0.130061775445938,Medium,159.0,0.534,58.4805,9.954739571,5.013731346,4686.900473,0.87,35.20949307,32.9779892,45.60904,27.04145,0.635,617.0,3.8,0.485336657,2017
Cambodia,129,4.16800022125244,0.0681059509515762,Medium,146.0,0.586,70.5153,11.33676945,4.844,3684.459668,0.919,19.57916601,17.09053802,27.30485,14.34211,0.47,160.0,5.42,0.804208325,2017
Sudan,130,4.13899993896484,0.089847519993782,Low,172.0,0.514,65.4447,7.775706251,3.72,4414.899983,0.87,34.23194358,27.24562073,42.45021,33.0,0.561,295.0,9.14,0.532053237,2017
Ghana,131,4.11999988555908,0.0253363698720932,Medium,133.0,0.616,64.0131,11.46961975,8.056260907,4863.976199,0.857,28.04997454,24.90576363,35.10167,24.14249,0.538,308.0,3.35,0.471799753,2017
Ukraine,132,4.09600019454956,0.0230294708162546,High,77.0,0.782,74.7181,14.91945198,11.14765882,12032.75473,1.014,6.025473368,5.952437401,3.59926,8.524722702,0.26,19.0,10.83,5.014531092,2017
Uganda,133,4.08099985122681,0.057069718837738,Low,166.0,0.52,62.115,10.40166585,5.619521567,2025.816431,0.888,25.27548318,22.97168159,27.91438,24.94038796,0.534,375.0,1.91,0.130530614,2017
Burkina Faso,134,4.03200006484985,0.120328105986118,Low,184.0,0.438,59.5361,8.906479836,1.761222512,1967.634052,0.893,30.20155784,34.14014435,39.15279412,17.31173505,0.6,320.0,4.15,0.20516605,2017
Niger,135,4.02799987792969,0.138572946190834,Low,189.0,0.39,62.1599,6.406770229,1.960548724,1206.403432,0.826,27.67571573,31.62841797,34.96483,16.43389921,0.637,509.0,4.56,0.092846243,2017
Malawi,136,3.97000002861023,0.0727116540074348,Low,169.0,0.505,62.9769,12.21168316,4.303786674,1439.504186,0.962,27.77158569,22.49046707,28.42429,32.4,0.576,349.0,1.66,0.077203445,2017
Chad,137,3.93600010871887,0.0535818822681904,Low,190.0,0.393,52.3076,7.684968888,2.388868544,1566.261072,0.764,37.62390596,41.52161789,42.9501,28.4,0.699,1140.0,8.41,0.068982955,2017
Zimbabwe,138,3.875,0.0953753814101219,Medium,146.0,0.594,60.7095,11.85394325,8.461689949,3728.918785,0.952,23.07645954,25.40734863,16.80576,27.01627,0.532,458.0,2.26,0.673026099,2017
Lesotho,139,3.80800008773804,0.119094640016556,Low,168.0,0.518,53.0636,12.13148975,5.83282906,3031.409555,0.989,32.40623674,34.20240021,21.91631,41.1,0.56,544.0,,1.173731816,2017
Angola,140,3.79500007629395,0.0697203353047371,Medium,148.0,0.597,61.6798,12.1721,5.417390823,6861.575738,0.9,31.42379985,31.22262955,34.17144,28.87733,0.538,241.0,2.64,0.953168429,2017
Afghanistan,141,3.79399991035461,0.0611578300595284,Low,180.0,0.482,63.016,10.19174981,2.561424686,2085.487571,0.703,,28.0697403,45.36517,,0.678,638.0,1.41,0.188995444,2017
