Country,Happiness Rank,Happiness Score,Corruption,Human Development Groups,HDI Rank (2021),Human Development Index,Life Expectancy at Birth,Expected Years of Schooling,Mean Years of Schooling,Gross National Income Per Capita,Gender Development Index,Coefficient of human inequality,Inequality in life expectancy,Inequality in eduation,Inequality in income,Gender Inequality Index,"Maternal Mortality Ratio (deaths per 100,000 live births)",Material footprint per capita (tonnes),Carbon dioxide emissions per capita (production) (tonnes),Year
Trinidad and Tobago,43,6.168,0.01241,Very High,57.0,0.815,74.281,14.12607684,11.23672288,26827.84272,0.992,,11.95506287,9.71398,,0.347,68.0,,29.07474085,2016
Venezuela,44,6.084,0.08304,Medium,120.0,0.757,72.0578,13.59578,10.31229973,14482.668,1.018,13.88762937,11.99229813,8.67058997,21.0,0.499,121.0,15.61,5.677379393,2016
Slovakia,45,6.078,0.02947,Very High,45.0,0.854,77.2146,14.53180027,12.71166039,28602.60814,0.99,6.254735905,5.008497715,1.43804,12.31767,0.192,6.0,22.58,6.404976256,2016
El Salvador,46,6.068,0.10613,Medium,125.0,0.671,72.0248,12.5769017,6.717559814,7879.035883,0.984,20.17567805,11.51303196,25.07658318,23.937419,0.377,47.0,8.08,1.04557119,2016
Malaysia,47,6.005,0.09081,Very High,62.0,0.803,75.2888,13.8724699,10.36651039,24841.45459,0.977,,6.006832123,12.06360206,,0.25,29.0,18.63,8.16566483,2016
Nicaragua,48,5.992,0.16292,Medium,126.0,0.653,73.2562,12.02540046,6.796,5535.711714,0.959,22.6962648,11.5959568,25.79903661,30.693801,0.434,100.0,6.06,0.853858217,2016
Uzbekistan,49,5.987,0.28333,High,101.0,0.709,70.7548,11.89163971,11.67308998,6725.763449,0.944,,11.0857563,0.724853929,,0.286,29.0,6.75,3.440288679,2016
Italy,50,5.977,0.02556,Very High,30.0,0.887,83.0492,15.97875977,10.39278984,41115.42705,0.97,11.57726371,3.01277113,10.45736,21.26166,0.075,2.0,13.48,5.902450354,2016
Ecuador,51,5.976,0.18037,High,95.0,0.762,76.7634,15.07669004,8.692919731,11334.76401,0.964,18.0095579,10.14942169,13.5816,30.297652,0.376,61.0,7.65,2.395471598,2016
Belize,52,5.956,0.10771,Medium,123.0,0.712,73.3988,13.43655014,9.503048134,6766.32689,0.977,20.74716695,9.502390862,14.81278,37.92633,0.41,39.0,18.54,1.690770901,2016
Japan,53,5.921,0.18985,Very High,19.0,0.921,84.0664,15.22962,13.30426394,42421.08469,0.968,7.994898107,2.810805321,4.511,16.662889,0.102,5.0,19.28,9.421471031,2016
Kazakhstan,54,5.919,0.11132,Very High,56.0,0.805,70.8984,15.14945984,11.9441363,22005.08356,0.989,7.210247422,8.124212265,3.16666,10.33987,0.19,10.0,37.86,16.19019701,2016
Moldova,55,5.897,0.01903,High,80.0,0.756,69.9169,14.07479954,11.79195658,11540.90096,1.014,7.624253408,9.676454544,2.759083599,10.43722208,0.257,20.0,3.8,1.206022908,2016
Poland,57,5.835,0.055,Very High,34.0,0.872,77.8025,16.04790942,13.00481987,27466.79559,1.007,8.686997843,4.487503529,4.71453,16.85896,0.132,2.0,17.96,8.537729914,2016
South Korea,57,5.835,0.07716,Very High,19.0,0.912,82.9259,16.50547028,12.21428586,39959.57395,0.936,9.32874006,3.020177841,8.836042338,16.13,0.086,11.0,21.6,12.53854951,2016
Bolivia,59,5.822,0.07746,Medium,118.0,0.701,67.6277,14.49550819,9.162832737,8056.443085,0.948,24.22166499,19.82933998,19.3384,33.497255,0.43,161.0,11.33,2.066341945,2016
Lithuania,60,5.813,0.0182,Very High,35.0,0.868,74.8816,16.49953079,13.10509968,30786.23947,1.023,11.02533217,4.889976501,4.51676,23.66926,0.138,8.0,37.99,4.620466044,2016
Belarus,61,5.802,0.17457,Very High,60.0,0.813,74.258,15.58063984,11.85758429,17070.03342,1.013,6.182972932,4.032627106,3.67781,10.83848169,0.121,3.0,5.63,6.336402932,2016
Slovenia,63,5.768,0.03635,Very High,23.0,0.91,81.1577,17.5005703,12.66755009,34095.07338,1.002,5.269036026,2.611468077,2.23706,10.95858,0.057,7.0,26.99,6.954599582,2016
Peru,64,5.743,0.05292,High,84.0,0.765,75.789,14.86186981,9.314760208,11899.5399,0.953,18.0124737,9.705058098,15.33142,29.000943,0.408,91.0,9.32,1.704696548,2016
Turkmenistan,65,5.658,0.28467,High,91.0,0.742,68.7774,12.68441656,11.15854538,14351.65759,0.955,16.97078689,20.55808067,3.55428,26.8,0.187,8.0,7.81,12.39126457,2016
Mauritius,66,5.648,0.05203,Very High,63.0,0.801,75.0114,15.09776974,9.666950539,22415.60786,0.956,16.37059621,9.017824173,21.91298205,18.18098242,0.391,67.0,,3.443712283,2016
Libya,67,5.615,0.10339,High,104.0,0.696,71.756,12.9124496,7.31,10430.01119,0.975,,9.851985931,,,0.268,73.0,8.6,8.23841118,2016
Latvia,68,5.56,0.0889,Very High,39.0,0.855,74.7535,15.98268986,12.93480968,27395.61007,1.028,9.590431292,4.770063877,3.7064,20.29483,0.225,26.0,31.17,3.652142113,2016
Cyprus,69,5.546,0.05228,Very High,29.0,0.877,81.0563,14.74003983,12.08658028,35044.10672,0.981,10.29531244,2.772077322,11.7125,16.40136,0.101,6.0,37.77,6.300702366,2016
Paraguay,70,5.538,0.07396,High,105.0,0.721,73.5336,12.76987498,8.351449966,11681.90319,0.974,19.8533133,13.01698589,13.43375,33.109204,0.455,86.0,17.98,1.059742645,2016
Romania,71,5.528,0.00679,Very High,53.0,0.816,75.2458,14.32149029,11.08049011,24814.66283,0.985,10.46516613,6.064828396,6.32012,19.01055,0.32,21.0,15.39,3.74576341,2016
Estonia,72,5.517,0.18519,Very High,31.0,0.885,77.8201,16.06361961,13.51035023,31594.42466,1.025,8.280842212,3.796676636,2.31246,18.73339,0.126,11.0,44.31,13.34384091,2016
Jamaica,73,5.51,0.04294,High,110.0,0.712,72.0198,13.18858746,8.879589332,9152.259979,0.989,15.70488956,9.54255867,5.60595,31.96616,0.379,80.0,9.3,2.808925359,2016
Croatia,74,5.488,0.04002,Very High,40.0,0.848,78.2314,15.18770027,11.78733331,25176.61379,0.986,8.556636216,3.782008648,5.0064,16.8815,0.157,7.0,16.97,4.296699949,2016
Hong Kong,75,5.458,0.31647,Very High,4.0,0.938,84.539,16.46666908,12.09660006,59624.80273,0.968,12.66341888,2.265921831,10.16161518,25.56271964,,,,5.989983906,2016
Somalia,76,5.44,0.3118,,,,55.0444,,,1088.129753,,,42.52833557,,24.35,,865.0,3.74,0.044942645,2016
Turkey,78,5.389,0.12348,Very High,48.0,0.823,76.6605,17.69868088,8.099840164,26159.38035,0.927,14.90331897,7.569238186,14.06143585,23.07928288,0.323,18.0,16.4,5.026310923,2016
Indonesia,79,5.314,0.00322,High,114.0,0.699,69.7976,13.35651016,7.976150036,10197.40112,0.933,16.24575237,15.32721138,16.15374573,17.2563,0.469,184.0,6.34,2.144264261,2016
Jordan,80,5.303,0.13297,High,102.0,0.718,75.2153,10.34175396,10.16455984,9959.457292,0.887,15.96366395,10.49821186,16.9017,20.49108,0.442,47.0,7.38,2.548133895,2016
Azerbaijan,81,5.291,0.17914,High,91.0,0.75,72.0039,12.97994795,10.55539989,13401.18041,0.955,8.911917924,14.32725716,3.549496613,8.859,0.328,26.0,11.4,3.805930192,2016
Philippines,82,5.279,0.11757,Medium,116.0,0.7,71.3871,12.84617043,8.621369839,8564.17134,0.982,18.05254167,15.815485,11.5562,26.78594,0.422,124.0,8.16,1.179170367,2016
China,83,5.245,0.02745,High,79.0,0.74,77.2177,13.68710003,7.299972725,13332.38637,0.975,15.34119476,6.952584267,11.68,27.391,0.221,29.0,21.73,6.874190136,2016
Bhutan,84,5.196,0.1616,Medium,127.0,0.638,70.6022,12.86317635,3.690095949,9850.590693,0.931,27.54849249,16.83418655,44.81067,21.00062092,0.486,193.0,34.4,1.569549944,2016
Kyrgyzstan,85,5.185,0.04762,Medium,118.0,0.693,70.2761,13.03036976,11.35618418,4659.189545,0.968,9.958120607,12.72114182,4.97927,12.17395,0.385,63.0,8.62,1.588026992,2016
Serbia,86,5.177,0.04339,Very High,63.0,0.8,76.2609,14.64188004,11.13010025,15294.10288,0.976,11.95290484,4.541244507,8.13212,23.18535,0.145,12.0,15.57,5.08636641,2016
Bosnia and Herzegovina,87,5.163,0.0,High,74.0,0.77,76.8083,13.86522667,9.692919731,13215.3302,0.921,13.83362804,4.365575314,16.97493881,20.16037,0.167,10.0,14.86,6.418279013,2016
Montenegro,88,5.161,0.12721,Very High,49.0,0.824,76.7462,14.89723969,11.83377704,18948.91492,0.967,8.302844468,3.927193403,7.36696,13.61438,0.126,6.0,,3.212682379,2016
Dominican Republic,89,5.155,0.12372,High,80.0,0.755,72.9867,14.14081955,9.044050217,15462.20861,1.001,22.1544743,18.44406891,17.64944,30.369914,0.457,94.0,9.74,2.370187909,2016
Morocco,90,5.151,0.08404,Medium,123.0,0.661,73.284,13.15964584,5.514,6969.179337,0.843,,12.88576889,,,0.44,72.0,6.66,1.664209675,2016
Hungary,91,5.145,0.04472,Very High,46.0,0.843,76.1552,15.11898041,11.88941002,27615.68144,0.985,7.409337753,4.268203259,3.21994,14.73987,0.252,12.0,13.92,4.826424758,2016
Pakistan,92,5.132,0.1388,Low,161.0,0.541,65.8797,7.989449978,5.162640095,4337.277938,0.775,28.63633836,29.92508507,44.39953,11.5844,0.545,143.0,3.37,1.016634212,2016
Lebanon,93,5.129,0.03061,High,112.0,0.743,79.5054,10.83927,8.554324481,15891.85225,0.892,,6.004515648,6.177,,0.464,29.0,14.75,3.946930431,2016
Portugal,94,5.123,0.01521,Very High,38.0,0.853,81.2324,16.37409019,9.112580299,31170.51606,0.986,13.34405483,3.501034498,16.30882,20.22231,0.078,9.0,13.55,4.88674779,2016
Tunisia,98,5.045,0.0817,High,97.0,0.737,75.7861,15.12561035,7.196720123,10821.75244,0.925,21.28556189,10.42552567,34.57692,18.85424,0.273,45.0,10.24,2.56616606,2016
Greece,99,5.033,0.04127,Very High,33.0,0.877,81.1617,18.64052963,10.25430012,28194.52399,0.97,12.60021141,3.643384218,13.11876,21.03849,0.124,3.0,16.77,6.723641651,2016
Tajikistan,100,4.996,0.13509,Medium,122.0,0.66,69.5493,11.5214298,11.38479379,3542.610803,0.904,12.40230964,18.48305893,6.54325,12.18062,0.295,17.0,4.93,0.74333021,2016
Mongolia,101,4.907,0.03285,High,96.0,0.733,69.8647,14.84849644,9.670928192,10176.56453,1.03,13.00218736,11.38636208,11.9202,15.7,0.33,46.0,12.65,8.286545712,2016
Nigeria,103,4.875,0.0305,Low,163.0,0.521,52.0427,9.579133632,6.436573823,5160.489945,0.859,38.19937866,42.28565598,43.81248,28.5,0.672,925.0,3.8,0.622827758,2016
Honduras,104,4.871,0.06906,Medium,137.0,0.618,72.5878,9.888603846,6.528709888,5020.829616,0.979,23.8828071,11.31599331,22.78421,37.548218,0.423,65.0,4.02,1.002395156,2016
Iran,105,4.813,0.0557,High,76.0,0.786,75.6,14.93214035,10.31394005,14245.07437,0.881,11.43150103,9.59579277,4.984428444,19.71428189,0.457,16.0,10.9,8.010678047,2016
Zambia,106,4.795,0.11479,Medium,154.0,0.564,61.7937,10.92757624,6.802171326,3237.50565,0.954,32.61527776,27.55263329,21.73491,48.55829,0.545,222.0,3.12,0.345837659,2016
Nepal,107,4.793,0.07008,Medium,143.0,0.586,68.7758,12.61919975,4.652394104,3356.592607,0.942,25.07619127,18.03125381,40.881,16.31632,0.479,200.0,4.13,0.357988666,2016
Albania,109,4.655,0.05301,High,67.0,0.798,78.8602,14.80459976,10.72752833,12484.6242,0.988,10.10048676,6.164067745,11.9,12.23739254,0.191,16.0,14.39,1.556278015,2016
Bangladesh,110,4.643,0.12583,Medium,129.0,0.612,71.09,11.30139267,6.113890171,4142.902911,0.893,23.80965826,18.46350479,37.30855,15.65692,0.551,186.0,2.33,0.48410228,2016
Sierra Leone,111,4.635,0.08196,Low,181.0,0.457,58.4045,9.383578471,4.21481171,1430.636491,0.884,35.43294105,39.77900314,47.29928,19.22054,0.643,1120.0,2.72,0.123486219,2016
Iraq,112,4.575,0.13636,Medium,121.0,0.679,68.9878,11.69519175,7.837934567,10906.04372,0.837,21.12885695,16.60843086,30.63102,16.14712,0.543,78.0,7.18,5.308878579,2016
Namibia,113,4.574,0.10398,Medium,139.0,0.632,61.6825,11.8447057,7.037678228,10270.48517,1.014,33.67210589,22.41506767,25.01567,53.58558,0.454,207.0,13.37,1.718034099,2016
Cameroon,114,4.513,0.06126,Medium,151.0,0.564,60.2333,12.10426044,5.983691359,3574.466975,0.873,33.67357622,32.19633865,32.95967,35.86472,0.579,538.0,1.79,0.326632953,2016
Ethiopia,115,4.508,0.1717,Low,175.0,0.47,64.3919,9.096271752,2.681135178,1888.608252,0.9,27.91344132,26.88319397,43.50563,13.3515,0.53,422.0,0.6,0.138483789,2016
South Africa,116,4.459,0.08415,High,109.0,0.719,64.7469,14.01766014,10.18788004,13545.35859,0.982,31.02444937,19.65521812,17.29413,56.124,0.418,122.0,7.55,8.268787844,2016
Sri Lanka,117,4.415,0.07964,High,73.0,0.767,75.3314,13.82598019,10.50934029,11961.24757,0.959,13.5587701,6.315870285,11.99693,22.36351,0.376,36.0,4.55,1.095424227,2016
India,118,4.404,0.08722,Medium,132.0,0.639,70.1167,12.34372044,6.350639359,5732.913931,0.848,26.13743343,20.3755703,38.66773,19.369,0.516,150.0,4.78,1.79855959,2016
Myanmar,119,4.395,0.20243,Medium,149.0,0.572,65.685,10.22293854,5.95272715,3891.244863,0.954,,23.74913979,26.85272,,0.51,245.0,2.35,0.479538196,2016
Egypt,120,4.362,0.10393,High,97.0,0.713,70.8435,13.12530041,8.806776914,10646.46932,0.91,28.67566411,12.58108234,36.94291,36.503,0.443,38.0,7.16,2.478876185,2016
Armenia,121,4.36,0.03616,High,85.0,0.765,74.6639,13.00150331,11.37989998,11570.46772,0.986,9.622444595,8.494013786,2.93495,17.43837,0.306,26.0,7.79,1.772052655,2016
Kenya,122,4.356,0.06686,Medium,152.0,0.569,62.1632,10.56748569,6.388,4089.709912,0.928,26.28717366,22.81779099,22.89552,33.14821,0.527,346.0,4.94,0.349754607,2016
Ukraine,123,4.324,0.01829,High,77.0,0.779,74.3121,14.90092826,11.15577802,11649.48105,1.011,6.068215143,6.080662727,3.59926,8.524722702,0.275,20.0,10.48,5.233429341,2016
Ghana,124,4.276,0.0326,Medium,133.0,0.611,63.8902,11.52073956,7.919448013,4642.154745,0.929,28.56502219,25.45568657,34.92485,25.31453,0.55,314.0,3.23,0.580968048,2016
Georgia,126,4.252,0.3188,Very High,63.0,0.794,73.5692,14.68717003,12.81457043,12382.40144,0.984,11.53573925,7.240181446,2.517036309,24.85,0.326,26.0,12.28,2.506867225,2016
Senegal,128,4.219,0.11681,Low,170.0,0.507,67.4969,9.163832664,2.818639934,2987.651416,0.884,31.39148718,21.33857155,46.45389,26.382,0.533,330.0,4.36,0.668001955,2016
Bulgaria,129,4.217,0.00615,High,68.0,0.809,74.8336,14.64490986,11.23243999,20532.41676,0.994,11.52358417,5.862112522,6.51633,22.19231,0.216,10.0,19.56,6.362234204,2016
Mauritania,130,4.201,0.17955,Medium,158.0,0.541,64.7679,8.617939949,4.577192976,4852.883488,0.875,31.31175795,28.53936386,40.78516,24.61075,0.633,777.0,4.2,0.608978,2016
Zimbabwe,131,4.193,0.08582,Medium,146.0,0.588,60.3059,11.72748318,8.34528319,3606.750671,0.946,23.22141295,25.84220886,16.80576,27.01627,0.537,468.0,2.29,0.765313377,2016
Malawi,132,4.156,0.07564,Low,169.0,0.498,62.2093,11.98453101,4.210832318,1421.541999,0.956,28.11210464,23.51202393,28.42429,32.4,0.58,358.0,1.63,0.075930263,2016
Sudan,133,4.139,0.10039,Low,172.0,0.511,64.7801,7.692326034,3.67,4587.178842,0.868,34.44535618,27.88585854,42.45021,33.0,0.567,308.0,11.81,0.484630894,2016
Gabon,134,4.121,0.09314,High,112.0,0.702,65.8025,12.75130526,9.094,14170.45668,0.904,21.95967544,21.98780632,23.47992,20.4113,0.555,256.0,13.99,2.709882547,2016
Mali,135,4.073,0.13647,Low,186.0,0.421,58.7313,7.403979778,1.98,2137.343333,0.861,32.69145889,36.53510666,46.17695,15.36232,0.677,590.0,3.76,0.185311322,2016
Haiti,136,4.028,0.14476,Low,163.0,0.532,63.3922,9.2,5.326,3126.953431,0.906,39.21881058,28.92017174,38.29759,50.43867,0.774,489.0,2.49,0.275194489,2016
Botswana,137,3.974,0.10769,Medium,117.0,0.713,65.4644,12.3081694,10.1,15856.54951,0.983,,23.25896454,23.27683,,0.48,151.0,16.77,2.932275026,2016
Comoros,138,3.956,0.18437,Medium,156.0,0.548,63.2368,11.51177361,4.845539248,3003.504354,0.878,44.05590886,28.53996658,47.61438,56.01338,,279.0,,0.271722189,2016
Ivory Coast,139,3.916,0.1553,Medium,159.0,0.524,58.0599,9.4792099,4.921027531,4512.459543,0.861,35.38302746,33.49859238,45.60904,27.04145,0.645,636.0,4.04,0.49524584,2016
Cambodia,140,3.907,0.08092,Medium,146.0,0.581,70.2244,11.33676945,4.722,3501.466995,0.925,19.76870306,17.65914917,27.30485,14.34211,0.475,168.0,5.37,0.668089872,2016
Angola,141,3.866,0.08434,Medium,148.0,0.596,61.0923,12.17209,5.417390823,7189.426672,0.9,31.7083076,32.0761528,34.17144,28.87733,0.529,246.0,2.79,1.088803397,2016
Niger,142,3.856,0.17176,Low,189.0,0.383,61.6288,6.21517992,1.882464437,1188.941701,0.823,27.94127715,32.42510223,34.96483,16.43389921,0.648,530.0,4.6,0.09929867,2016
South Sudan,143,3.832,0.13015,Low,191.0,0.402,55.5437,5.54251,5.726140022,970.485,0.85,36.33095883,37.18736649,39.55255,32.25296,0.598,1130.0,5.22,0.157285684,2016
Chad,144,3.763,0.04952,Low,190.0,0.391,52.0834,7.51528615,2.301458538,1656.383789,0.759,37.83554155,42.15652466,42.9501,28.4,0.695,1140.0,8.32,0.069559377,2016
Burkina Faso,145,3.739,0.12533,Low,184.0,0.427,59.3262,8.525589943,1.602925003,1893.155373,0.889,30.42987637,34.82509995,39.15279412,17.31173505,0.613,331.0,4.23,0.181316919,2016
Uganda,145,3.739,0.06442,Low,166.0,0.519,61.6479,10.52989664,5.563811567,2051.754604,0.918,24.9813627,23.7363224,27.91438,23.29338571,0.539,381.0,2.02,0.120817169,2016
Yemen,147,3.724,0.05892,Low,183.0,0.467,66.0641,9.09871006,3.0,1494.230811,0.514,31.41344712,26.29946136,46.13765,21.80323,0.81,165.0,3.48,0.383790495,2016
Madagascar,148,3.695,0.07506,Low,173.0,0.505,64.9969,10.41318035,4.981364182,1507.431247,0.948,27.22856371,26.23293114,35.01448,20.43828,0.556,348.0,1.99,0.13068015,2016
Tanzania,149,3.666,0.05099,Low,160.0,0.524,65.3862,8.313139915,5.959358347,2387.090895,0.938,24.71638542,24.78902626,26.96013,22.4,0.567,539.0,1.62,0.204962447,2016
Liberia,150,3.622,0.04852,Low,178.0,0.478,60.4162,10.12530759,4.668,1425.324418,0.851,32.81814103,32.86147308,42.87091,22.72204,0.655,661.0,3.64,0.295958805,2016
Guinea,151,3.607,0.1192,Low,182.0,0.45,58.7625,9.319611033,2.000424981,2213.959111,0.838,34.37999694,37.81837082,48.26536,17.05626,0.62,621.0,5.35,0.233787673,2016
Rwanda,152,3.515,0.50521,Low,165.0,0.524,65.7373,11.49981976,4.195574999,1897.461532,0.951,29.14609264,21.79059792,29.25386,36.39382,0.4,260.0,2.2,0.088817839,2016
Benin,153,3.484,0.06681,Low,166.0,0.53,59.5394,12.61454964,3.863223294,2935.45155,0.867,36.52607061,35.62916183,43.65639,30.29266,0.618,408.0,3.72,0.607088094,2016
Afghanistan,154,3.36,0.07112,Low,180.0,0.481,63.1361,10.1859498,2.463660385,2077.566899,0.682,,29.33408546,45.36517,,0.692,673.0,1.66,0.190616791,2016
